销售日期,分类编码,分类名称,销量(千克),平均销量(千克),销售额总和,批发额总和,平均销售单价(元/千克),平均批发价格(元/千克),成本加成比例
2020-07-05,1011010504,辣椒类,98.496,8.954181818181818,1016.2366000000001,54.09344818181818,10.317541829109812,0.5491943650688168,17.78668552583742
2020-07-05,1011010801,食用菌,73.213,14.642599999999998,732.6238000000001,86.179078,10.006744703809435,1.1771007607938482,7.501179369776967
2020-07-06,1011010101,花叶类,195.74,11.514117647058825,1511.5968,56.006973529411766,7.722472667824666,0.2861294243864911,25.989439077728296
2020-07-06,1011010201,花菜类,42.721,14.240333333333332,506.3037999999999,111.34717333333333,11.85140329112146,2.606380312570711,3.5470736691654374
2020-07-06,1011010402,水生根茎类,3.0890000000000004,1.5445000000000002,30.7757,8.417525000000001,9.962997733894463,2.725,2.6561459573924635
2020-07-06,1011010501,茄类,30.727000000000004,10.242333333333335,201.412,34.00833666666667,6.554886581833566,1.1067900109567048,4.922430196282264
2020-07-06,1011010504,辣椒类,58.682,5.8682,645.2908,36.52896,10.996400940663236,0.6224900310146211,16.66518400742863
2020-07-06,1011010801,食用菌,40.578,5.796857142857143,487.60299999999995,41.61188428571428,12.01643747843659,1.0254789365102834,10.717878398681364
2020-07-07,1011010101,花叶类,175.052,7.9569090909090905,1348.709,38.13901863636364,7.704619198866623,0.21787251009050818,34.36297073763911
2020-07-07,1011010201,花菜类,45.749,22.8745,526.991,167.31028,11.519180747120155,3.657135237928698,2.149782547731078
2020-07-07,1011010402,水生根茎类,3.117,3.117,31.17,17.01882,10.0,5.460000000000001,0.8315018315018312
2020-07-07,1011010501,茄类,32.112,16.056,186.848,52.62479999999999,5.818634778276034,1.6387892376681612,2.5505693133275575
2020-07-07,1011010504,辣椒类,42.213,4.2213,531.0704,28.756131,12.580731054414516,0.6812150522350935,17.468075555783212
2020-07-07,1011010801,食用菌,52.56,5.84,622.3339,40.67478888888889,11.84044710806697,0.7738734567901234,14.300236755992175
2020-07-08,1011010101,花叶类,158.57,7.207727272727272,1251.845,34.91141772727273,7.894589140442707,0.22016407723574907,34.857753179185885
2020-07-08,1011010201,花菜类,45.433,22.7165,532.102,166.78026499999999,11.711795391015341,3.67090583936786,2.1904374297522557
2020-07-08,1011010402,水生根茎类,10.605,5.3025,155.484,43.546510000000005,14.661386138613862,4.106224422442245,2.570527236281392
2020-07-08,1011010501,茄类,39.67,13.223333333333334,232.2832,46.74084,5.855386942273758,1.1782414923115703,3.969598321296751
2020-07-08,1011010504,辣椒类,65.88,5.989090909090908,768.0609999999999,38.654554545454545,11.658485124468731,0.5867418722746592,18.869870679710562
2020-07-08,1011010801,食用菌,43.968,8.793600000000001,565.4192,66.899812,12.859788937409025,1.5215568595342066,7.451730776164215
2020-07-09,1011010101,花叶类,187.439,11.7149375,1395.7574,53.243508750000004,7.446462048986604,0.28405779346880855,25.21460216969641
2020-07-09,1011010201,花菜类,41.131,20.5655,496.204,155.287805,12.063990663976076,3.775444433638861,2.195382921408413
2020-07-09,1011010402,水生根茎类,2.106,2.106,21.06,11.51982,10.0,5.47,0.8281535648994517
2020-07-09,1011010501,茄类,25.921,8.640333333333333,205.52,33.68507666666667,7.928706454226304,1.2995284389748338,5.101218116073755
2020-07-09,1011010504,辣椒类,58.86,5.886,615.355,33.493565000000004,10.454553177030242,0.569037801563031,17.37233510377292
2020-07-09,1011010801,食用菌,37.837,7.567400000000001,464.1238,54.555744000000004,12.266400613156433,1.4418623040938763,7.507331510317227
2020-07-10,1011010101,花叶类,179.833,4.2817380952380955,1305.5266,19.143625476190476,7.259660907619847,0.1064522388893611,67.1964135593712
2020-07-10,1011010201,花菜类,62.344,5.667636363636364,659.9568,37.09969454545455,10.585730784036956,0.595080433489262,16.78873945151815
2020-07-10,1011010402,水生根茎类,9.025,3.0083333333333333,128.7304,24.019333333333336,14.26375623268698,2.661421975992613,4.359449332482167
2020-07-10,1011010501,茄类,37.86,4.7325,268.3507,21.9418825,7.087974115161121,0.5795531563655573,11.230067315327208
2020-07-10,1011010504,辣椒类,58.936,3.2742222222222224,714.7903,21.6451,12.128245893850957,0.3672644902945568,32.02319231604381
2020-07-10,1011010801,食用菌,41.429,2.07145,470.8101,14.022548,11.364264162784522,0.3384717951193608,32.57521757101491
2020-07-11,1011010101,花叶类,271.12,3.929275362318841,2106.3287,18.839098550724636,7.76899048391856,0.06948620002480317,110.80623607486682
2020-07-11,1011010201,花菜类,76.56400000000001,4.7852500000000004,784.2707,30.061130625,10.243334987722688,0.3926274832166553,25.089195040048498
2020-07-11,1011010402,水生根茎类,8.928,1.7856,132.1233,15.019248,14.798756720430106,1.6822634408602148,7.79693177714357
2020-07-11,1011010501,茄类,68.277,5.68975,405.20640000000003,21.618948333333332,5.93474229974955,0.3166358851931592,17.74311339073
2020-07-11,1011010504,辣椒类,85.93599999999999,2.527529411764706,1060.3598,17.880942647058824,12.33894758890337,0.20807278261798112,58.30111297428802
2020-07-11,1011010801,食用菌,52.238,2.6119,700.3148,20.708322,13.406233010452162,0.39642256594816033,32.818037019126905
2020-07-12,1011010101,花叶类,300.189,5.175672413793103,2195.9922,23.22927551724138,7.315365319848495,0.07738216762520071,93.53554409693393
2020-07-12,1011010201,花菜类,71.615,5.1153571428571425,777.0745000000001,32.362649999999995,10.85072261397752,0.45189764714096203,23.01146074255354
2020-07-12,1011010402,水生根茎类,13.994,1.999142857142857,247.9604,22.977755714285713,17.719051021866512,1.6419719675779416,9.791323708165207
2020-07-12,1011010501,茄类,81.706,4.5392222222222225,582.6195,19.439152777777778,7.130681957261401,0.23791585413283942,28.971445086127012
2020-07-12,1011010504,辣椒类,72.459,2.3373870967741937,855.2597,15.481649677419353,11.803360521122288,0.2136608244306346,54.24344742456178
2020-07-12,1011010801,食用菌,55.96,3.108888888888889,678.7291,22.48376222222222,12.128825947105074,0.40178274164085453,29.18752347990792
2020-07-13,1011010101,花叶类,190.832,4.337090909090909,1422.2044,20.306804545454543,7.4526515469103725,0.10641194634785855,69.03585408115553
2020-07-13,1011010201,花菜类,32.028,5.338,315.3762,30.69138,9.846890221056576,0.958267141251405,9.27572562719565
2020-07-13,1011010402,水生根茎类,11.604999999999999,2.3209999999999997,164.10539999999997,18.65844,14.140922016372253,1.6077931925894011,7.795236900834153
2020-07-13,1011010501,茄类,44.379,8.8758,306.6984,35.754976,6.9108902859460555,0.8056733139547985,7.5777822924563
2020-07-13,1011010504,辣椒类,61.24,2.7836363636363637,662.7452000000001,17.917289545454548,10.822096668843894,0.2925749435900481,35.98914382773551
2020-07-13,1011010801,食用菌,42.113,3.2394615384615384,544.0010000000001,24.240255384615388,12.917650131788287,0.5756002988297055,21.442049036548614
2020-07-14,1011010101,花叶类,190.599,6.807107142857142,1375.1632,29.546930714285715,7.214954957790964,0.1550214361790236,45.541659886694056
2020-07-14,1011010201,花菜类,57.575,5.7575,558.9169,30.220297,9.707631784628745,0.5248857490230134,17.494752053561882
2020-07-14,1011010402,水生根茎类,9.007,3.002333333333333,135.8165,22.80150666666667,15.078994115687799,2.5315317715850636,4.956470420375729
2020-07-14,1011010501,茄类,34.747,4.963857142857143,225.47220000000002,19.073534285714285,6.488968831841598,0.5489260737823204,10.821207156603084
2020-07-14,1011010504,辣椒类,66.745,3.1783333333333337,710.1373000000001,19.672574761904762,10.639558019327291,0.2947422992269797,35.09783206289578
2020-07-14,1011010801,食用菌,44.836,2.80225,537.0122,18.4099525,11.97725488446784,0.4106064880899277,28.169667873939385
2020-07-15,1011010101,花叶类,218.094,7.2698,1481.9327,29.725075666666665,6.79492649958275,0.1362947887913774,48.85463171290835
2020-07-15,1011010201,花菜类,37.962,4.74525,375.12789999999995,25.110367499999995,9.881668510615876,0.6614606053421841,13.93916407236971
2020-07-15,1011010402,水生根茎类,10.238,2.5595,151.4427,19.22296,14.792215276421176,1.877608907989842,6.878219587410055
2020-07-15,1011010501,茄类,38.17,9.5425,274.55,38.95912500000001,7.192821587634268,1.0206739586062354,6.0471295235711775
2020-07-15,1011010504,辣椒类,73.354,3.493047619047619,749.7708,21.36998904761905,10.22126673392044,0.29132684035797707,34.08522153798372
2020-07-15,1011010801,食用菌,42.196,2.4821176470588235,494.03610000000003,15.986485882352941,11.708126362688407,0.37886259082265955,29.903358226172355
2020-07-16,1011010101,花叶类,215.526,4.31052,1535.9922,18.4496586,7.126714178335791,0.08560293700064028,82.25315027780513
2020-07-16,1011010201,花菜类,39.45,3.9450000000000003,417.22800000000007,22.627368000000004,10.576121673003803,0.5735707984790875,17.439086684761566
2020-07-16,1011010402,水生根茎类,11.354,2.2708,162.7251,16.584324,14.331962304033821,1.460659150960014,8.811982689194929
2020-07-16,1011010501,茄类,26.586,3.32325,192.9674,13.741595,7.258233656811856,0.5168733543970511,13.042576571351434
2020-07-16,1011010504,辣椒类,72.656,2.3437419354838713,764.0534,14.97511806451613,10.516039969169785,0.20610986105092668,50.02152762390844
2020-07-16,1011010801,食用菌,53.685,2.8255263157894737,641.0918,19.24313052631579,11.941730464748067,0.35844519933530394,32.31535890811944
2020-07-17,1011010101,花叶类,201.67000000000002,3.7346296296296297,1377.6054,15.346064814814815,6.830988248128129,0.07609493139690987,88.769293732559
2020-07-17,1011010201,花菜类,44.198,4.018,455.72970000000004,23.226187272727273,10.31109326213856,0.5255031284838063,18.62137369550656
2020-07-17,1011010402,水生根茎类,10.727,5.3635,154.124,39.14378,14.367856809918896,3.6490892141325624,2.937381622316496
2020-07-17,1011010501,茄类,37.251,3.7251,294.065,17.029864,7.894150492604226,0.4571652841534456,16.267607069557336
2020-07-17,1011010504,辣椒类,61.025,2.0341666666666667,690.4716,13.471437666666668,11.314569438754608,0.22075276799126045,50.25448501376231
2020-07-17,1011010801,食用菌,51.908,2.1628333333333334,656.7742,15.610642083333332,12.65265854974185,0.30073672812154834,41.072209233546104
2020-07-18,1011010101,花叶类,275.265,3.7197972972972972,2023.5223,16.75286527027027,7.351179045646923,0.06086086233364311,119.78663961984785
2020-07-18,1011010201,花菜类,61.087999999999994,3.593411764705882,634.3341,20.921969411764707,10.38393956259822,0.34248902258650976,29.319043466496296
2020-07-18,1011010402,水生根茎类,10.418,1.0417999999999998,151.25990000000002,7.8644349999999985,14.519091956229605,0.7548891341908235,18.233409647355472
2020-07-18,1011010501,茄类,56.584999999999994,3.5365624999999996,393.6409,13.787873125,6.956629848899886,0.24366657462224975,27.549791286246695
2020-07-18,1011010504,辣椒类,85.051,1.8489347826086957,987.4653000000001,12.223501739130434,11.610272659933452,0.1437196710106928,79.78415834301236
2020-07-18,1011010801,食用菌,71.884,1.6717209302325582,884.559,12.046963953488373,12.30536698013466,0.16758894821501827,72.4258858427034
2020-07-19,1011010101,花叶类,321.164,4.065367088607595,2307.3773,18.066395443037973,7.184420732087034,0.056252865959565745,126.71652802989907
2020-07-19,1011010201,花菜类,76.351,5.4536428571428575,809.2379,32.54067714285714,10.59891684457309,0.42619844066033374,23.868502165685022
2020-07-19,1011010402,水生根茎类,11.124,1.1124,159.4384,8.267751,14.332829917295935,0.7432354368932039,18.284373706948838
2020-07-19,1011010501,茄类,71.772,4.221882352941177,556.3028,18.157722352941178,7.750972524104108,0.252991728709541,29.637256655149283
2020-07-19,1011010504,辣椒类,103.77600000000001,3.2430000000000003,1116.3662,21.276734687500003,10.757460299105764,0.2050255809387527,51.468868761890455
2020-07-19,1011010801,食用菌,80.322,2.170864864864865,1123.2615,17.747295945945947,13.984481213117204,0.22095186805540135,62.291979996343564
2020-07-20,1011010101,花叶类,204.99699999999999,4.45645652173913,1412.958,18.508430217391304,6.892578915789012,0.09028634671429975,75.34132032830775
2020-07-20,1011010201,花菜类,47.431,4.311909090909091,411.38919999999996,21.420914545454547,8.673424553562016,0.45162266335212303,18.20502502948902
2020-07-20,1011010402,水生根茎类,9.548,2.387,134.2522,17.54336,14.060766652702135,1.837385839966485,6.65259334585849
2020-07-20,1011010501,茄类,33.947,3.3947000000000003,280.5997,14.926283000000002,8.265817303443603,0.43969372845906857,17.799033892094904
2020-07-20,1011010504,辣椒类,67.35,2.590384615384615,677.3549,17.11116307692308,10.057236822568672,0.2540632973559478,38.58555575415634
2020-07-20,1011010801,食用菌,52.617,2.6308499999999997,627.6752,17.914776999999997,11.92913316988806,0.34047507459566295,34.03672973434166
2020-07-21,1011010101,花叶类,214.99,5.9719444444444445,1592.4823000000001,26.64787861111111,7.407238941346109,0.12394938653477422,58.76019041665845
2020-07-21,1011010201,花菜类,49.004999999999995,4.454999999999999,461.4358,23.83855,9.416096316702378,0.48645138251198866,18.35670583991056
2020-07-21,1011010402,水生根茎类,12.744,2.124,213.18280000000001,21.25301,16.72809165097301,1.6676875392341495,9.030710944002756
2020-07-21,1011010501,茄类,27.093999999999998,5.418799999999999,206.34199999999998,23.009496,7.615782091976083,0.8492469181368569,7.9676888185643
2020-07-21,1011010504,辣椒类,56.992999999999995,3.1662777777777773,571.6611,19.243399999999998,10.030373905567352,0.3376449739441686,28.706865730588152
2020-07-21,1011010801,食用菌,45.905,2.086590909090909,570.2716,14.778439545454544,12.422864611698072,0.3219352912635779,37.58807949553784
2020-07-22,1011010101,花叶类,232.783,5.290522727272727,1648.3366999999998,22.255555681818183,7.081001189949437,0.09560644755767468,73.06405499668645
2020-07-22,1011010201,花菜类,53.675,4.128846153846154,531.4384,23.089637692307694,9.9010414531905,0.43017489878542514,22.016316110367057
2020-07-22,1011010402,水生根茎类,11.05,2.21,180.9364,19.151184,16.374334841628958,1.7331388235294116,8.44779184409695
2020-07-22,1011010501,茄类,48.247,5.360777777777778,372.42589999999996,22.10886111111111,7.7191514498310765,0.4582432298611543,15.845096548769407
2020-07-22,1011010504,辣椒类,81.36,2.5425,801.0997,15.146340312500001,9.846358161258603,0.18616445811823995,51.89064443764457
2020-07-22,1011010801,食用菌,66.79400000000001,3.3397000000000006,745.5677000000001,22.183287,11.162195706201155,0.3321149654160553,32.60943308356422
2020-07-23,1011010101,花叶类,200.441,4.5554772727272725,1426.5588,18.9236875,7.117100792751982,0.09441026287037083,74.38482127228112
2020-07-23,1011010201,花菜类,39.425,5.632142857142857,420.2273,35.793240000000004,10.658904248573242,0.9078818008877617,10.740409641597129
2020-07-23,1011010402,水生根茎类,30.417,5.069500000000001,207.4809,18.106976666666664,6.821215109971397,0.5952913392729942,10.458616411758783
2020-07-23,1011010501,茄类,44.141999999999996,7.356999999999999,338.846,32.04703,7.676272031172127,0.7259985954419828,9.573397909260235
2020-07-23,1011010504,辣椒类,57.639,2.8819500000000002,640.9893,18.741277,11.120756779264038,0.3251492392303822,33.20200768602907
2020-07-23,1011010801,食用菌,56.759,2.83795,623.9236000000001,18.3977465,10.99250515336775,0.32413796049965643,32.91304473077722
2020-07-24,1011010101,花叶类,176.325,4.100581395348837,1340.1699,18.639778837209303,7.600566567418121,0.10571262632757297,70.89837989519015
2020-07-24,1011010201,花菜类,38.284,4.7855,409.21709999999996,31.596186250000002,10.688984954550204,0.8253104756556264,11.951471318789304
2020-07-24,1011010402,水生根茎类,11.74,2.348,197.4297,21.717728,16.8168398637138,1.8498916524701874,8.090716119107855
2020-07-24,1011010501,茄类,34.97,3.8855555555555554,289.33169999999996,18.742288888888886,8.273711752931083,0.5359533568455501,14.437372762487211
2020-07-24,1011010504,辣椒类,58.73800000000001,2.34952,600.5783000000001,15.6063624,10.224697810616638,0.26569448057475564,37.48291386594997
2020-07-24,1011010801,食用菌,49.201,2.46005,573.4826,16.748366,11.655913497693136,0.34040702424747465,33.241107460871106
2020-07-25,1011010101,花叶类,227.137,4.2856037735849055,1805.9512,20.304213773584905,7.950933577532502,0.08939192546165929,87.94465060988873
2020-07-25,1011010201,花菜类,57.421,3.377705882352941,620.8880999999999,23.406663529411762,10.812909911008166,0.4076324607619471,25.526125742774905
2020-07-25,1011010402,水生根茎类,10.424000000000001,1.3030000000000002,150.716,10.168175000000002,14.458557175748272,0.9754580775134306,13.822325540227228
2020-07-25,1011010501,茄类,61.874,3.4374444444444445,435.2305,16.12675,7.034141965930762,0.2606385557746388,25.98810981753918
2020-07-25,1011010504,辣椒类,94.206,2.6168333333333336,951.9405,18.234069444444444,10.10488185465894,0.19355528782078046,51.206694885109
2020-07-25,1011010801,食用菌,67.013,2.7922083333333334,809.1515,19.857922499999997,12.074545237491233,0.2963294062346111,39.74703685644862
2020-07-26,1011010101,花叶类,250.825,4.1118852459016395,2045.4513,19.67101557377049,8.154894049636201,0.07842525894057806,102.98300445287752
2020-07-26,1011010201,花菜类,64.119,4.0074375,711.6963999999999,29.194258750000003,11.099617897970958,0.4553136940688408,23.37795753248915
2020-07-26,1011010402,水生根茎类,12.988,1.8554285714285714,234.47269999999997,19.622525714285718,18.053025870033878,1.5108196577060147,10.949160032405903
2020-07-26,1011010501,茄类,69.521,5.793416666666666,515.1741,26.802784166666665,7.41033788351721,0.3855350781298696,18.220917379198884
2020-07-26,1011010504,辣椒类,102.061,2.9160285714285714,1058.5517,19.97037,10.371755126835911,0.1956709222915707,52.00611355723504
2020-07-26,1011010801,食用菌,71.295,2.1604545454545456,882.8239,15.89719878787879,12.382690230731468,0.22297775142546866,54.533299405750085
2020-07-27,1011010101,花叶类,198.009,3.8078653846153845,1568.9211,17.528002115384616,7.9234837810402565,0.08852123951630793,88.50940841243579
2020-07-27,1011010201,花菜类,42.876000000000005,4.2876,463.1993,30.329724,10.803230245358707,0.7073823117828154,14.272123808314246
2020-07-27,1011010402,水生根茎类,17.265,2.8775,246.96729999999997,26.203931666666666,14.304506226469734,1.5177487209190075,8.424818502109002
2020-07-27,1011010501,茄类,36.121,3.0100833333333337,265.8719,14.475686666666666,7.3605907920600195,0.4007554238993014,17.366790199474703
2020-07-27,1011010504,辣椒类,71.402,3.2455454545454545,776.7884,22.308284545454544,10.879084619478446,0.3124322084178951,33.82062452705605
2020-07-27,1011010801,食用菌,52.777,1.64928125,654.2723,11.9090490625,12.396921007256948,0.22564846547738596,53.93908846678748
2020-07-28,1011010101,花叶类,165.44299999999998,4.353763157894736,1326.3971,20.135701315789476,8.017245214363859,0.12170778646294783,64.87290301927061
2020-07-28,1011010201,花菜类,34.937,4.367125,379.23389999999995,30.2453225,10.854792912957608,0.8657103500586771,11.538596670609147
2020-07-28,1011010402,水生根茎类,13.959,4.653,166.78640000000001,33.74910333333333,11.948305752561073,2.417730735248466,3.941950556513551
2020-07-28,1011010501,茄类,40.34,4.034000000000001,313.6707,20.084497,7.775674268715914,0.4978804412493802,14.617553180445595
2020-07-28,1011010504,辣椒类,66.001,2.1290645161290325,667.8376,14.611231935483872,10.118598203057529,0.2213789478263037,44.70713838154425
2020-07-28,1011010801,食用菌,47.728,2.1694545454545455,550.9985,14.496219090909092,11.544554559168622,0.3037256765611191,37.00980769844626
2020-07-29,1011010101,花叶类,193.729,4.036020833333334,1516.066,18.826828958333333,7.825704979636503,0.09718126330251708,79.52689081922863
2020-07-29,1011010201,花菜类,42.22,5.2775,486.9335,39.525045,11.533242539081003,0.9361687588820464,11.31961911744819
2020-07-29,1011010402,水生根茎类,18.597,6.199000000000001,226.9722,45.17671000000001,12.204774963703821,2.429247190407055,4.024097593649469
2020-07-29,1011010501,茄类,40.777,3.7070000000000003,324.2181,18.142876363636365,7.951004242587733,0.4449291601549002,16.870270044381055
2020-07-29,1011010504,辣椒类,82.494,2.8446206896551725,815.1328,19.358754827586203,9.881116202390476,0.23466864047792813,41.106675106935946
2020-07-29,1011010801,食用菌,54.315,2.71575,660.9125,19.2101375,12.168139556292001,0.3536801528122986,33.40436071839674
2020-07-30,1011010101,花叶类,201.743,4.292404255319149,1575.9332,19.808802978723403,7.811588010488592,0.09818830382577538,78.55721512767363
2020-07-30,1011010201,花菜类,38.198,3.4725454545454544,392.41679999999997,22.559293636363634,10.27322896486727,0.5905883458915031,16.39490634438385
2020-07-30,1011010402,水生根茎类,10.645,2.129,126.79489999999998,15.717654000000001,11.911216533583842,1.4765292625645845,7.067037230874275
2020-07-30,1011010501,茄类,46.31099999999999,3.8592499999999994,355.9828,18.524126666666664,7.686787156399129,0.39999409787451506,18.21725144757162
2020-07-30,1011010504,辣椒类,68.21900000000001,2.273966666666667,647.6431,14.500044333333333,9.493588296515632,0.21255140552241064,43.66490481764735
2020-07-30,1011010801,食用菌,50.774,2.417809523809524,578.2916,15.930085714285715,11.389522196399732,0.31374494257465857,35.30185112446709
2020-07-31,1011010101,花叶类,197.166,13.1444,1534.2384000000002,57.95976066666667,7.781455220474119,0.293964277140413,25.4707511272102
2020-07-31,1011010201,花菜类,37.549,12.516333333333334,393.0233,83.35720666666667,10.466944525819596,2.21995809919483,3.7149288671781306
2020-07-31,1011010402,水生根茎类,19.062,9.531,213.33,71.66918,11.191375511488825,3.759793306053929,1.9765932859842963
2020-07-31,1011010501,茄类,34.092,11.363999999999999,265.10699999999997,54.33612666666667,7.776223160858852,1.593808713676718,3.879019103189664
2020-07-31,1011010504,辣椒类,41.104,4.1104,440.091,27.471302,10.706768197742313,0.6683364636045154,15.020027008548778
2020-07-31,1011010801,食用菌,45.587,6.512428571428572,522.947,43.36452857142857,11.471406321977756,0.951247692794625,11.059326302570534
2020-08-01,1011010101,花叶类,229.89000000000001,7.927241379310345,1835.8272,36.374067241379315,7.985676627952499,0.1582237906885002,49.4707705029905
2020-08-01,1011010201,花菜类,54.361999999999995,13.590499999999999,607.9993,101.36839499999999,11.184270262315588,1.8646921562856407,4.9979177928189555
2020-08-01,1011010402,水生根茎类,21.432000000000002,7.144000000000001,237.80839999999998,54.085226666666664,11.095949981336318,2.5235734726888137,3.3969197257069834
2020-08-01,1011010501,茄类,48.805,8.134166666666667,353.9742,35.95012166666667,7.252826554656285,0.7366073489738073,8.84625874933293
2020-08-01,1011010504,辣椒类,66.156,3.3078000000000003,693.1243,22.5448755,10.477119233327285,0.34078353437329945,29.744206150084967
2020-08-01,1011010801,食用菌,53.797,4.8906363636363634,669.5794,36.00917909090909,12.446407792256073,0.6693529209976224,17.594686602256992
2020-08-02,1011010101,花叶类,243.138,12.1569,2089.567,60.537458,8.594160517895187,0.24898394327501255,33.51692669355228
2020-08-02,1011010201,花菜类,49.219,24.6095,556.502,186.63925999999998,11.306649870984781,3.7920164976939796,1.9816984915178082
2020-08-02,1011010402,水生根茎类,56.154,14.0385,627.7452000000001,108.469375,11.178993482209638,1.931641111942159,4.787303559184331
2020-08-02,1011010501,茄类,50.893,16.964333333333332,352.942,72.56423000000001,6.934981235140393,1.425819464366416,3.8638564758421605
2020-08-02,1011010504,辣椒类,67.963,6.178454545454545,661.0504,39.40789727272727,9.726621838353221,0.5798434040982192,15.774566666805846
2020-08-02,1011010801,食用菌,54.961,6.870125,617.6406000000001,44.1910225,11.237797711104239,0.8040432761412639,12.976608031642625
2020-08-03,1011010101,花叶类,207.843,12.226058823529412,1680.6198,58.88466,8.08600626434376,0.2833131738860582,27.54087635047906
2020-08-03,1011010201,花菜类,44.426,22.213,492.02799999999996,157.32953999999998,11.075226218880834,3.541384324494665,2.127372011638755
2020-08-03,1011010402,水生根茎类,15.555000000000001,5.1850000000000005,195.6176,42.26802333333333,12.575866280938605,2.717327118825672,3.6280281066688165
2020-08-03,1011010501,茄类,45.191,15.063666666666668,302.95300000000003,57.67767666666666,6.703834834369676,1.2763089258185625,4.252517395089251
2020-08-03,1011010504,辣椒类,86.474,7.861272727272728,854.4544000000001,48.09454090909091,9.881055577398987,0.5561734267998578,16.766141101442344
2020-08-03,1011010801,食用菌,48.575,5.397222222222222,600.7601999999999,39.39069,12.367682964487903,0.8109251672671126,14.25132461502959
2020-08-04,1011010101,花叶类,180.012,9.474315789473684,1328.5652,40.444304736842106,7.380425749394485,0.22467560349777851,31.849253031904993
2020-08-04,1011010201,花菜类,44.534000000000006,22.267000000000003,484.39,149.508255,10.876858130866303,3.357171037858714,2.2398879914690997
2020-08-04,1011010402,水生根茎类,26.208,8.735999999999999,319.5464,69.05594666666667,12.192704517704518,2.6349185999186004,3.627355288349774
