support,itemsets
0.7769585253456222,"frozenset({'102900005116257', '102900005116509'})"
0.7732718894009216,"frozenset({'102900005116714', '102900005116509'})"
0.7465437788018433,"frozenset({'102900005116509', '102900005115823'})"
0.7115207373271889,"frozenset({'102900005116509', '102900051010455'})"
0.6976958525345622,"frozenset({'102900005116509', '102900011000328'})"
0.7686635944700461,"frozenset({'102900005116509', '102900005116899'})"
0.5778801843317972,"frozenset({'102900005116509', '102900011016701'})"
0.7714285714285715,"frozenset({'102900005116714', '102900005116509', '102900005116257'})"
0.7465437788018433,"frozenset({'102900005116257', '102900005116509', '102900005115823'})"
0.7410138248847926,"frozenset({'102900005116714', '102900005116509', '102900005115823'})"
0.7373271889400922,"frozenset({'102900005116509', '102900005115823', '102900005116899'})"
0.7410138248847926,"frozenset({'102900005116714', '102900005116509', '102900005115823', '102900005116257'})"
0.7373271889400922,"frozenset({'102900005116257', '102900005116509', '102900005115823', '102900005116899'})"
0.7317972350230415,"frozenset({'102900005116714', '102900005116509', '102900005115823', '102900005116899'})"
0.7317972350230415,"frozenset({'102900005116714', '102900005116509', '102900005116899', '102900005116257', '102900005115823'})"
0.7096774193548387,"frozenset({'102900005116257', '102900005116509', '102900051010455'})"
0.7059907834101382,"frozenset({'102900005116714', '102900005116509', '102900051010455'})"
0.6986175115207374,"frozenset({'102900005116509', '102900005115823', '102900051010455'})"
0.7023041474654378,"frozenset({'102900005116509', '102900005116899', '102900051010455'})"
0.7041474654377881,"frozenset({'102900005116714', '102900005116509', '102900005116257', '102900051010455'})"
0.6986175115207374,"frozenset({'102900005116257', '102900005116509', '102900005115823', '102900051010455'})"
0.6930875576036867,"frozenset({'102900005116714', '102900005116509', '102900005115823', '102900051010455'})"
0.6894009216589861,"frozenset({'102900005116509', '102900051010455', '102900005115823', '102900005116899'})"
0.6930875576036867,"frozenset({'102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005115823'})"
0.6894009216589861,"frozenset({'102900005116899', '102900005116509', '102900051010455', '102900005116257', '102900005115823'})"
0.6838709677419355,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005115823'})"
0.6838709677419355,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005115823'})"
0.7004608294930875,"frozenset({'102900005116257', '102900005116509', '102900005116899', '102900051010455'})"
0.6967741935483871,"frozenset({'102900005116714', '102900005116509', '102900005116899', '102900051010455'})"
0.6949308755760368,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116257'})"
0.6976958525345622,"frozenset({'102900005116257', '102900005116509', '102900011000328'})"
0.6949308755760368,"frozenset({'102900005116714', '102900005116509', '102900011000328'})"
0.680184331797235,"frozenset({'102900005116509', '102900005115823', '102900011000328'})"
0.6516129032258065,"frozenset({'102900005116509', '102900011000328', '102900051010455'})"
0.688479262672811,"frozenset({'102900005116509', '102900011000328', '102900005116899'})"
0.6949308755760368,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116257'})"
0.680184331797235,"frozenset({'102900005116257', '102900005116509', '102900005115823', '102900011000328'})"
0.6774193548387096,"frozenset({'102900005116714', '102900005116509', '102900005115823', '102900011000328'})"
0.6718894009216589,"frozenset({'102900005116509', '102900005115823', '102900011000328', '102900005116899'})"
0.6774193548387096,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116257', '102900005115823'})"
0.6718894009216589,"frozenset({'102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005115823'})"
0.6691244239631337,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005115823'})"
0.6691244239631337,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005115823'})"
0.6516129032258065,"frozenset({'102900005116257', '102900005116509', '102900011000328', '102900051010455'})"
0.6488479262672812,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455'})"
0.6442396313364055,"frozenset({'102900005116509', '102900005115823', '102900011000328', '102900051010455'})"
0.6433179723502304,"frozenset({'102900005116509', '102900011000328', '102900005116899', '102900051010455'})"
0.6488479262672812,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257'})"
0.6442396313364055,"frozenset({'102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823'})"
0.6414746543778802,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005115823'})"
0.6414746543778802,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823'})"
0.6433179723502304,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005116257'})"
0.6405529953917051,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455'})"
0.6359447004608295,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005115823'})"
0.6405529953917051,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257'})"
0.6359447004608295,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823'})"
0.6331797235023041,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005115823'})"
0.6331797235023041,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823'})"
0.688479262672811,"frozenset({'102900005116257', '102900005116509', '102900011000328', '102900005116899'})"
0.6857142857142857,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899'})"
0.6857142857142857,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116257'})"
0.7668202764976959,"frozenset({'102900005116257', '102900005116509', '102900005116899'})"
0.7631336405529954,"frozenset({'102900005116714', '102900005116509', '102900005116899'})"
0.7612903225806451,"frozenset({'102900005116714', '102900005116509', '102900005116257', '102900005116899'})"
0.576036866359447,"frozenset({'102900005116257', '102900005116509', '102900011016701'})"
0.5751152073732719,"frozenset({'102900005116509', '102900011016701', '102900005116899'})"
0.5723502304147465,"frozenset({'102900005116714', '102900005116509', '102900011016701'})"
0.5465437788018433,"frozenset({'102900005116509', '102900005115823', '102900011016701'})"
0.5124423963133641,"frozenset({'102900005116509', '102900011016701', '102900051010455'})"
0.5732718894009217,"frozenset({'102900005116257', '102900005116509', '102900011016701', '102900005116899'})"
0.5705069124423963,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116257'})"
0.5695852534562212,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116899'})"
0.567741935483871,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116899', '102900005116257'})"
0.5465437788018433,"frozenset({'102900005116257', '102900005116509', '102900005115823', '102900011016701'})"
0.5447004608294931,"frozenset({'102900005116509', '102900005115823', '102900011016701', '102900005116899'})"
0.5410138248847927,"frozenset({'102900005116714', '102900005116509', '102900005115823', '102900011016701'})"
0.5447004608294931,"frozenset({'102900005116509', '102900011016701', '102900005116899', '102900005116257', '102900005115823'})"
0.5410138248847927,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116257', '102900005115823'})"
0.5391705069124424,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116899', '102900005115823'})"
0.5391705069124424,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900005116899', '102900005116257', '102900005115823'})"
0.5105990783410138,"frozenset({'102900005116509', '102900011016701', '102900005116899', '102900051010455'})"
0.5105990783410138,"frozenset({'102900005116257', '102900005116509', '102900011016701', '102900051010455'})"
0.5069124423963134,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900051010455'})"
0.5004608294930876,"frozenset({'102900005116509', '102900005115823', '102900011016701', '102900051010455'})"
0.5087557603686635,"frozenset({'102900005116899', '102900005116509', '102900011016701', '102900051010455', '102900005116257'})"
0.5050691244239631,"frozenset({'102900005116714', '102900005116509', '102900011016701', '102900051010455', '102900005116257'})"
0.5050691244239631,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011016701', '102900051010455'})"
0.5032258064516129,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011016701', '102900051010455', '102900005116257'})"
0.5004608294930876,"frozenset({'102900005116509', '102900011016701', '102900051010455', '102900005116257', '102900005115823'})"
0.752073732718894,"frozenset({'102900005116714', '102900005116530'})"
0.7207373271889401,"frozenset({'102900005116257', '102900005116530'})"
0.6516129032258065,"frozenset({'102900005116530', '102900051010455'})"
0.6304147465437788,"frozenset({'102900005116530', '102900005115823'})"
0.6082949308755761,"frozenset({'102900005116509', '102900005116530'})"
0.6138248847926268,"frozenset({'102900005116530', '102900011000328'})"
0.7428571428571429,"frozenset({'102900005116530', '102900005116899'})"
0.5576036866359447,"frozenset({'102900005116530', '102900011016701'})"
0.7161290322580646,"frozenset({'102900005116714', '102900005116530', '102900005116257'})"
0.7078341013824885,"frozenset({'102900005116257', '102900005116530', '102900005116899'})"
0.7032258064516129,"frozenset({'102900005116714', '102900005116257', '102900005116530', '102900005116899'})"
0.647926267281106,"frozenset({'102900005116714', '102900005116530', '102900051010455'})"
0.6156682027649769,"frozenset({'102900005116257', '102900005116530', '102900051010455'})"
0.6423963133640553,"frozenset({'102900051010455', '102900005116530', '102900005116899'})"
0.6119815668202765,"frozenset({'102900005116714', '102900005116257', '102900005116530', '102900051010455'})"
0.6073732718894009,"frozenset({'102900005116257', '102900051010455', '102900005116530', '102900005116899'})"
0.6036866359447005,"frozenset({'102900005116899', '102900005116714', '102900051010455', '102900005116257', '102900005116530'})"
0.6387096774193548,"frozenset({'102900005116714', '102900051010455', '102900005116530', '102900005116899'})"
0.6276497695852534,"frozenset({'102900005116257', '102900005116530', '102900005115823'})"
0.6267281105990783,"frozenset({'102900005116714', '102900005116530', '102900005115823'})"
0.5935483870967742,"frozenset({'102900005116530', '102900005115823', '102900051010455'})"
0.6221198156682027,"frozenset({'102900005116530', '102900005115823', '102900005116899'})"
0.623963133640553,"frozenset({'102900005116714', '102900005116530', '102900005115823', '102900005116257'})"
0.5907834101382489,"frozenset({'102900005116257', '102900005116530', '102900005115823', '102900051010455'})"
0.5898617511520737,"frozenset({'102900005116714', '102900005116530', '102900005115823', '102900051010455'})"
0.5852534562211982,"frozenset({'102900051010455', '102900005116530', '102900005115823', '102900005116899'})"
0.5870967741935483,"frozenset({'102900005116714', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5824884792626728,"frozenset({'102900005116899', '102900051010455', '102900005116257', '102900005116530', '102900005115823'})"
0.5815668202764976,"frozenset({'102900005116899', '102900005116714', '102900051010455', '102900005116530', '102900005115823'})"
0.5788018433179724,"frozenset({'102900005116899', '102900005116714', '102900051010455', '102900005116257', '102900005116530', '102900005115823'})"
0.6193548387096774,"frozenset({'102900005116257', '102900005116530', '102900005115823', '102900005116899'})"
0.6184331797235023,"frozenset({'102900005116714', '102900005116530', '102900005115823', '102900005116899'})"
0.6156682027649769,"frozenset({'102900005116714', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.6064516129032258,"frozenset({'102900005116257', '102900005116509', '102900005116530'})"
0.6046082949308755,"frozenset({'102900005116714', '102900005116509', '102900005116530'})"
0.5769585253456221,"frozenset({'102900005116509', '102900005116530', '102900005115823'})"
0.5649769585253456,"frozenset({'102900005116509', '102900005116530', '102900051010455'})"
0.5668202764976958,"frozenset({'102900005116509', '102900005116530', '102900011000328'})"
0.5990783410138248,"frozenset({'102900005116509', '102900005116530', '102900005116899'})"
0.6027649769585254,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900005116257'})"
0.5769585253456221,"frozenset({'102900005116257', '102900005116509', '102900005116530', '102900005115823'})"
0.5732718894009217,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900005115823'})"
0.5686635944700461,"frozenset({'102900005116509', '102900005116530', '102900005115823', '102900005116899'})"
0.5732718894009217,"frozenset({'102900005116714', '102900005116509', '102900005116257', '102900005115823', '102900005116530'})"
0.5686635944700461,"frozenset({'102900005116509', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5649769585253456,"frozenset({'102900005116714', '102900005116509', '102900005116899', '102900005115823', '102900005116530'})"
0.5649769585253456,"frozenset({'102900005116714', '102900005116509', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5631336405529954,"frozenset({'102900005116257', '102900005116509', '102900005116530', '102900051010455'})"
0.5612903225806452,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900051010455'})"
0.5529953917050692,"frozenset({'102900005116509', '102900005116530', '102900005115823', '102900051010455'})"
0.5419354838709678,"frozenset({'102900005116509', '102900005116530', '102900011000328', '102900051010455'})"
0.5566820276497696,"frozenset({'102900005116509', '102900005116530', '102900005116899', '102900051010455'})"
0.5594470046082949,"frozenset({'102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005116530'})"
0.5529953917050692,"frozenset({'102900005116509', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5493087557603686,"frozenset({'102900005116714', '102900005116509', '102900051010455', '102900005115823', '102900005116530'})"
0.5447004608294931,"frozenset({'102900005116899', '102900005116509', '102900051010455', '102900005116530', '102900005115823'})"
0.5493087557603686,"frozenset({'102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5447004608294931,"frozenset({'102900005116899', '102900005116509', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5410138248847927,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116530', '102900005115823'})"
0.5410138248847927,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5419354838709678,"frozenset({'102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.5400921658986175,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116530'})"
0.535483870967742,"frozenset({'102900005116509', '102900011000328', '102900051010455', '102900005116530', '102900005115823'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005116530'})"
0.5400921658986175,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.535483870967742,"frozenset({'102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116530', '102900005115823'})"
0.5336405529953917,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116530'})"
0.528110599078341,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005115823', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.528110599078341,"frozenset({'102900005116899', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5262672811059907,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005115823', '102900005116530'})"
0.5262672811059907,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5548387096774193,"frozenset({'102900005116899', '102900005116509', '102900051010455', '102900005116257', '102900005116530'})"
0.5529953917050692,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116530'})"
0.5511520737327189,"frozenset({'102900005116899', '102900005116714', '102900005116509', '102900051010455', '102900005116257', '102900005116530'})"
0.5668202764976958,"frozenset({'102900005116257', '102900005116509', '102900005116530', '102900011000328'})"
0.5649769585253456,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900011000328'})"
0.5502304147465438,"frozenset({'102900005116509', '102900005116530', '102900011000328', '102900005115823'})"
0.5585253456221199,"frozenset({'102900005116509', '102900005116530', '102900011000328', '102900005116899'})"
0.5649769585253456,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116257', '102900005116530'})"
0.5502304147465438,"frozenset({'102900005116509', '102900011000328', '102900005116257', '102900005116530', '102900005115823'})"
0.5483870967741935,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116530', '102900005115823'})"
0.5428571428571428,"frozenset({'102900005116509', '102900011000328', '102900005116899', '102900005116530', '102900005115823'})"
0.5483870967741935,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116257', '102900005116530', '102900005115823'})"
0.5428571428571428,"frozenset({'102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5410138248847927,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116530', '102900005115823'})"
0.5410138248847927,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5585253456221199,"frozenset({'102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005116530'})"
0.5566820276497696,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116530'})"
0.5566820276497696,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900005116899', '102900005116257', '102900005116530'})"
0.5972350230414747,"frozenset({'102900005116257', '102900005116509', '102900005116530', '102900005116899'})"
0.5953917050691244,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900005116899'})"
0.5935483870967742,"frozenset({'102900005116714', '102900005116509', '102900005116899', '102900005116257', '102900005116530'})"
0.6129032258064516,"frozenset({'102900005116257', '102900005116530', '102900011000328'})"
0.6119815668202765,"frozenset({'102900005116714', '102900005116530', '102900011000328'})"
0.5898617511520737,"frozenset({'102900005116530', '102900011000328', '102900005115823'})"
0.5797235023041475,"frozenset({'102900005116530', '102900011000328', '102900051010455'})"
0.6055299539170507,"frozenset({'102900005116530', '102900011000328', '102900005116899'})"
0.6110599078341014,"frozenset({'102900005116714', '102900005116530', '102900011000328', '102900005116257'})"
0.5889400921658986,"frozenset({'102900005116257', '102900005116530', '102900011000328', '102900005115823'})"
0.5880184331797235,"frozenset({'102900005116714', '102900005116530', '102900011000328', '102900005115823'})"
0.5824884792626728,"frozenset({'102900005116530', '102900011000328', '102900005115823', '102900005116899'})"
0.5870967741935483,"frozenset({'102900005116714', '102900011000328', '102900005116257', '102900005116530', '102900005115823'})"
0.5815668202764976,"frozenset({'102900011000328', '102900005116899', '102900005116257', '102900005116530', '102900005115823'})"
0.5806451612903226,"frozenset({'102900005116714', '102900011000328', '102900005116899', '102900005116530', '102900005115823'})"
0.5797235023041475,"frozenset({'102900005116714', '102900011000328', '102900005116899', '102900005116257', '102900005116530', '102900005115823'})"
0.5788018433179724,"frozenset({'102900005116257', '102900005116530', '102900011000328', '102900051010455'})"
0.5778801843317972,"frozenset({'102900005116714', '102900005116530', '102900011000328', '102900051010455'})"
0.5723502304147465,"frozenset({'102900005116530', '102900011000328', '102900005115823', '102900051010455'})"
0.5723502304147465,"frozenset({'102900051010455', '102900005116530', '102900011000328', '102900005116899'})"
0.5769585253456221,"frozenset({'102900005116714', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.5714285714285714,"frozenset({'102900011000328', '102900051010455', '102900005116257', '102900005116530', '102900005115823'})"
0.5705069124423963,"frozenset({'102900005116714', '102900011000328', '102900051010455', '102900005116530', '102900005115823'})"
0.5649769585253456,"frozenset({'102900005116899', '102900011000328', '102900051010455', '102900005116530', '102900005115823'})"
0.5695852534562212,"frozenset({'102900005116714', '102900011000328', '102900051010455', '102900005116257', '102900005116530', '102900005115823'})"
0.5640552995391706,"frozenset({'102900005116899', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5631336405529954,"frozenset({'102900005116899', '102900005116714', '102900011000328', '102900051010455', '102900005116530', '102900005115823'})"
0.5622119815668203,"frozenset({'102900005116899', '102900005116714', '102900011000328', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5714285714285714,"frozenset({'102900005116899', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.5705069124423963,"frozenset({'102900005116899', '102900005116714', '102900011000328', '102900051010455', '102900005116530'})"
0.5695852534562212,"frozenset({'102900005116899', '102900005116714', '102900011000328', '102900051010455', '102900005116257', '102900005116530'})"
0.6046082949308755,"frozenset({'102900005116257', '102900005116530', '102900011000328', '102900005116899'})"
0.6036866359447005,"frozenset({'102900005116714', '102900005116530', '102900011000328', '102900005116899'})"
0.6027649769585254,"frozenset({'102900005116714', '102900011000328', '102900005116899', '102900005116257', '102900005116530'})"
0.7382488479262673,"frozenset({'102900005116714', '102900005116530', '102900005116899'})"
0.5529953917050692,"frozenset({'102900005116714', '102900005116530', '102900011016701'})"
0.5511520737327189,"frozenset({'102900005116530', '102900011016701', '102900005116899'})"
0.5225806451612903,"frozenset({'102900005116257', '102900005116530', '102900011016701'})"
0.5465437788018433,"frozenset({'102900005116714', '102900005116530', '102900011016701', '102900005116899'})"
0.5179723502304148,"frozenset({'102900005116714', '102900005116530', '102900011016701', '102900005116257'})"
0.5170506912442396,"frozenset({'102900005116257', '102900005116530', '102900011016701', '102900005116899'})"
0.5124423963133641,"frozenset({'102900005116714', '102900011016701', '102900005116899', '102900005116257', '102900005116530'})"
0.744700460829493,"frozenset({'102900005116714', '102900005115779'})"
0.7327188940092166,"frozenset({'102900005116257', '102900005115779'})"
0.7179723502304147,"frozenset({'102900005115779', '102900005115823'})"
0.7013824884792627,"frozenset({'102900005115779', '102900051010455'})"
0.6599078341013825,"frozenset({'102900005115779', '102900005116509'})"
0.6027649769585254,"frozenset({'102900005115779', '102900005116530'})"
0.7050691244239631,"frozenset({'102900005115779', '102900011000328'})"
0.7336405529953917,"frozenset({'102900005115779', '102900005116899'})"
0.5391705069124424,"frozenset({'102900005115779', '102900011016701'})"
0.7308755760368664,"frozenset({'102900005116714', '102900005115779', '102900005116257'})"
0.7225806451612903,"frozenset({'102900005116257', '102900005115779', '102900005116899'})"
0.7216589861751153,"frozenset({'102900005116714', '102900005115779', '102900005116257', '102900005116899'})"
0.7161290322580646,"frozenset({'102900005116714', '102900005115779', '102900005115823'})"
0.7152073732718894,"frozenset({'102900005116257', '102900005115779', '102900005115823'})"
0.7078341013824885,"frozenset({'102900005115779', '102900005115823', '102900005116899'})"
0.7133640552995392,"frozenset({'102900005116714', '102900005115779', '102900005115823', '102900005116257'})"
0.7069124423963133,"frozenset({'102900005116714', '102900005115779', '102900005115823', '102900005116899'})"
0.7050691244239631,"frozenset({'102900005116257', '102900005115779', '102900005115823', '102900005116899'})"
0.7041474654377881,"frozenset({'102900005116714', '102900005115779', '102900005116899', '102900005116257', '102900005115823'})"
0.6995391705069124,"frozenset({'102900005116714', '102900005115779', '102900051010455'})"
0.687557603686636,"frozenset({'102900005116257', '102900005115779', '102900051010455'})"
0.6792626728110599,"frozenset({'102900005115779', '102900005115823', '102900051010455'})"
0.6737327188940092,"frozenset({'102900005115779', '102900011000328', '102900051010455'})"
0.688479262672811,"frozenset({'102900005115779', '102900051010455', '102900005116899'})"
0.6857142857142857,"frozenset({'102900005116714', '102900005115779', '102900005116257', '102900051010455'})"
0.6774193548387096,"frozenset({'102900005116257', '102900005115779', '102900051010455', '102900005116899'})"
0.6764976958525346,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051010455', '102900005116257'})"
0.6774193548387096,"frozenset({'102900005116714', '102900005115779', '102900005115823', '102900051010455'})"
0.6764976958525346,"frozenset({'102900005116257', '102900005115779', '102900005115823', '102900051010455'})"
0.6691244239631337,"frozenset({'102900005115779', '102900051010455', '102900005115823', '102900005116899'})"
0.6746543778801843,"frozenset({'102900005116714', '102900005115779', '102900051010455', '102900005116257', '102900005115823'})"
0.6682027649769585,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051010455', '102900005115823'})"
0.6663594470046083,"frozenset({'102900005116899', '102900005115779', '102900051010455', '102900005116257', '102900005115823'})"
0.6654377880184332,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051010455', '102900005116257', '102900005115823'})"
0.6728110599078341,"frozenset({'102900005116257', '102900005115779', '102900011000328', '102900051010455'})"
0.6718894009216589,"frozenset({'102900005116714', '102900005115779', '102900011000328', '102900051010455'})"
0.6682027649769585,"frozenset({'102900005115779', '102900005115823', '102900011000328', '102900051010455'})"
0.6645161290322581,"frozenset({'102900005115779', '102900011000328', '102900005116899', '102900051010455'})"
0.6709677419354839,"frozenset({'102900005116714', '102900005115779', '102900011000328', '102900051010455', '102900005116257'})"
